"horas_luz","temperatura","humedad","humedad_suelo","etiqueta"
0.37,0.69,0.77,0.5,8
0.65,0.69,0.77,0.5,19
0.02,0.69,0.77,0.5,8
0.55,0.69,0.78,0.5,19
0.57,0.69,0.78,0.5,19
0.54,0.69,0.77,0.51,19
0.69,0.69,0.78,0.51,19
0.05,0.69,0.78,0.51,8
0.46,0.68,0.78,0.51,8
0.02,0.69,0.78,0.51,8
0.78,0.69,0.78,0.51,19
0.17,0.69,0.78,0.5,8
0.08,0.68,0.78,0.51,8
0.52,0.68,0.78,0.51,19
0.57,0.69,0.78,0.51,19
0.05,0.68,0.78,0.51,8
0.35,0.68,0.78,0.51,8
0.28,0.68,0.77,0.51,8
0.74,0.69,0.78,0.5,19
0.2,0.69,0.78,0.51,8
0.39,0.69,0.78,0.51,8
0.56,0.69,0.78,0.51,19
0.65,0.68,0.78,0.51,19
0.6,0.68,0.78,0.5,19
0.49,0.68,0.78,0.51,8
0.39,0.68,0.78,0.51,8
0.66,0.69,0.78,0.51,19
0.63,0.69,0.78,0.51,19
0.58,0.68,0.78,0.51,19
0.68,0.68,0.78,0.5,19
0.44,0.68,0.78,0.51,8
0.09,0.68,0.78,0.51,8
0.59,0.69,0.78,0.51,19
0.61,0.68,0.78,0.51,19
0.42,0.68,0.78,0.51,8
0.75,0.68,0.78,0.51,19
0.34,0.68,0.78,0.51,8
0.51,0.68,0.78,0.51,19
0.47,0.68,0.78,0.51,8
0.43,0.68,0.78,0.51,8
0.65,0.69,0.79,0.51,19
0.51,0.69,0.79,0.51,19
0.54,0.68,0.78,0.51,19
0.76,0.69,0.79,0.51,19
0.73,0.68,0.78,0.51,19
0.69,0.68,0.78,0.51,19
0.57,0.68,0.78,0.5,19
0.49,0.69,0.78,0.51,8
0.7,0.68,0.78,0.51,19
0.63,0.68,0.78,0.5,19
0.67,0.69,0.78,0.51,19
0.58,0.69,0.79,0.51,19
0.77,0.68,0.78,0.51,19
0.18,0.69,0.78,0.51,8
0.53,0.68,0.78,0.51,19
0.52,0.69,0.78,0.51,19
0.54,0.69,0.78,0.51,19
0.63,0.68,0.78,0.51,19
0.67,0.69,0.79,0.51,19
0.62,0.68,0.78,0.51,19
0.68,0.68,0.78,0.51,19
0.12,0.69,0.79,0.51,8
0.21,0.68,0.78,0.51,8
0.29,0.68,0.78,0.51,8
0.3,0.68,0.78,0.51,8
0.59,0.68,0.78,0.51,19
0.47,0.69,0.79,0.51,8
0.56,0.69,0.79,0.51,19
0.29,0.69,0.79,0.51,8
0.67,0.68,0.78,0.51,19
0.72,0.68,0.78,0.51,19
0.78,0.68,0.78,0.51,19
0.07,0.68,0.78,0.51,8
0.64,0.68,0.78,0.51,19
0.71,0.68,0.78,0.51,19
0,0.68,0.78,0.51,8
0.02,0.68,0.78,0.51,8
0.14,0.68,0.78,0.51,8
0.25,0.69,0.79,0.51,8
0.37,0.69,0.78,0.51,8
0.32,0.68,0.78,0.51,8
0.11,0.68,0.78,0.51,8
0.21,0.69,0.78,0.51,8
0.53,0.69,0.79,0.51,19
0.55,0.68,0.78,0.51,19
0.6,0.68,0.78,0.52,19
0.5,0.68,0.78,0.52,19
0.57,0.68,0.78,0.52,19
0.05,0.68,0.78,0.52,8
0.59,0.69,0.78,0.52,19
0.49,0.68,0.78,0.52,8
0.48,0.68,0.78,0.52,8
0.44,0.68,0.78,0.52,8
0.65,0.68,0.78,0.52,19
0.61,0.68,0.78,0.52,19
0.16,0.68,0.78,0.51,8
0.13,0.69,0.79,0.52,8
0.18,0.69,0.79,0.52,8
0.56,0.68,0.78,0.52,19
0.42,0.68,0.78,0.52,8
0.39,0.68,0.78,0.52,8
0.51,0.69,0.78,0.52,19
0.25,0.68,0.78,0.52,8
0.15,0.68,0.78,0.52,8
0.43,0.68,0.78,0.52,8
0.53,0.68,0.78,0.52,19
0.2,0.68,0.78,0.51,8
0.35,0.69,0.78,0.52,8
0.59,0.68,0.78,0.52,19
0.51,0.68,0.78,0.52,19
0.79,0.68,0.78,0.52,19
0.52,0.68,0.78,0.52,19
0.11,0.68,0.78,0.52,8
0.67,0.68,0.78,0.52,19
0.06,0.68,0.78,0.52,8
0.55,0.68,0.78,0.52,19
0.63,0.68,0.78,0.52,19
0.23,0.69,0.78,0.52,8
0.74,0.68,0.78,0.52,19
0.08,0.68,0.78,0.52,8
0.69,0.68,0.78,0.52,19
0.18,0.68,0.78,0.52,8
0.04,0.68,0.78,0.52,8
0.2,0.68,0.78,0.52,8
0.72,0.68,0.78,0.52,19
0.09,0.68,0.78,0.52,8
0.64,0.68,0.78,0.52,19
0.52,0.69,0.78,0.52,19
0.75,0.68,0.78,0.52,19
0.36,0.68,0.78,0.52,8
0.78,0.68,0.78,0.52,19
0.55,0.69,0.78,0.52,19
0.61,0.69,0.78,0.52,19
0.58,0.68,0.78,0.52,19
0.02,0.68,0.78,0.52,8
0.12,0.68,0.78,0.52,8
0.7,0.69,0.78,0.52,19
0,0.68,0.78,0.52,8
0.54,0.68,0.78,0.52,19
0.27,0.68,0.78,0.52,8
0.47,0.68,0.78,0.52,8
0.69,0.68,0.77,0.52,19
0.01,0.68,0.78,0.52,8
0.7,0.68,0.77,0.52,19
0.05,0.68,0.77,0.52,8
0.71,0.68,0.78,0.52,19
0.37,0.68,0.78,0.52,8
0.03,0.68,0.78,0.52,8
0.34,0.68,0.78,0.52,8
0.58,0.68,0.78,0.53,19
0.24,0.69,0.78,0.53,8
0.22,0.68,0.77,0.53,8
0.67,0.68,0.77,0.53,19
0.68,0.68,0.77,0.53,19
0.54,0.68,0.77,0.52,19
0.72,0.68,0.77,0.53,19
0.21,0.68,0.78,0.53,8
0.59,0.68,0.77,0.53,19
0.09,0.68,0.77,0.53,8
0.35,0.68,0.77,0.53,8
0.46,0.68,0.78,0.53,8
0.39,0.68,0.78,0.53,8
0.67,0.68,0.78,0.53,19
0.76,0.68,0.78,0.53,19
0.58,0.68,0.77,0.53,19
0.71,0.68,0.78,0.53,19
0.68,0.68,0.78,0.53,19
0.31,0.68,0.78,0.53,8
0.14,0.68,0.77,0.53,8
0.6,0.68,0.77,0.53,19
0.7,0.68,0.77,0.53,19
0.55,0.68,0.77,0.53,19
0.52,0.68,0.77,0.53,19
0.12,0.68,0.77,0.53,8
0.57,0.68,0.77,0.53,19
0.56,0.69,0.77,0.53,19
0.02,0.68,0.77,0.53,8
0.1,0.68,0.77,0.53,8
0.17,0.68,0.77,0.53,8
0.04,0.68,0.77,0.53,8
0.23,0.68,0.77,0.53,8
0.78,0.68,0.77,0.53,19
0.75,0.68,0.78,0.53,19
0.33,0.68,0.78,0.53,8
0.2,0.68,0.77,0.53,8
0.51,0.69,0.77,0.53,19
0.4,0.68,0.77,0.53,8
0.06,0.68,0.78,0.53,8
0.01,0.68,0.78,0.53,8
0.22,0.68,0.78,0.53,8
0.43,0.68,0.78,0.53,8
0.37,0.68,0.77,0.53,8
0.07,0.68,0.77,0.53,8
0.7,0.68,0.78,0.53,19
0.54,0.68,0.77,0.53,19
0.61,0.68,0.78,0.53,19
0.35,0.68,0.78,0.53,8
0.56,0.68,0.77,0.53,19
0.21,0.68,0.77,0.53,8
0.1,0.68,0.78,0.53,8
0.27,0.68,0.77,0.53,8
0.08,0.68,0.77,0.53,8
0.04,0.69,0.77,0.53,8
0.42,0.68,0.77,0.53,8
0.02,0.68,0.78,0.53,8
0.68,0.69,0.77,0.53,19
0.11,0.68,0.77,0.53,8
0.59,0.69,0.77,0.53,19
0.36,0.69,0.78,0.53,8
0.65,0.68,0.78,0.53,19
0.74,0.69,0.77,0.53,19
0.77,0.68,0.77,0.53,19
0.54,0.69,0.77,0.53,19
0.46,0.69,0.78,0.53,8
0.29,0.68,0.78,0.53,8
0.36,0.68,0.78,0.53,8
0.77,0.69,0.77,0.53,19
0.2,0.69,0.77,0.53,8
0.1,0.69,0.77,0.53,8
0.63,0.68,0.77,0.53,19
0.73,0.69,0.77,0.53,19
0.22,0.69,0.77,0.54,8
0.05,0.69,0.77,0.53,8
0.53,0.69,0.77,0.53,19
0.42,0.68,0.77,0.54,8
0.53,0.69,0.77,0.54,19
0.26,0.69,0.77,0.53,8
0.52,0.69,0.77,0.54,19
0.71,0.69,0.77,0.54,19
0.26,0.69,0.78,0.54,8
0.62,0.69,0.77,0.54,19
0.46,0.68,0.77,0.54,8
0.7,0.69,0.77,0.54,19
0.44,0.69,0.77,0.54,8
0.08,0.68,0.77,0.54,8
0.12,0.69,0.77,0.54,8
0.65,0.69,0.77,0.53,19
0.31,0.69,0.78,0.54,8
0.59,0.69,0.78,0.54,19
0.15,0.69,0.77,0.53,8
0.66,0.69,0.77,0.54,19
0.43,0.69,0.77,0.54,8
0.74,0.69,0.78,0.53,19
0.52,0.69,0.77,0.53,19
0.05,0.69,0.77,0.54,8
0.52,0.7,0.77,0.54,19
0.63,0.69,0.77,0.53,19
0.61,0.69,0.77,0.54,19
0.72,0.69,0.77,0.54,19
0.33,0.69,0.77,0.54,8
0.03,0.69,0.77,0.54,8
0.41,0.69,0.77,0.54,8
0.6,0.69,0.77,0.54,19
0.29,0.69,0.77,0.54,8
0.35,0.69,0.77,0.54,8
0.02,0.69,0.77,0.54,8
0.06,0.69,0.77,0.54,8
0.57,0.69,0.78,0.54,19
0.65,0.69,0.77,0.54,19
0.24,0.69,0.78,0.54,8
0.48,0.69,0.77,0.54,8
0.34,0.69,0.77,0.54,8
0.76,0.69,0.77,0.54,19
0.49,0.69,0.77,0.54,8
0.75,0.69,0.77,0.54,19
0.64,0.69,0.77,0.54,19
0.55,0.69,0.77,0.54,19
0.69,0.69,0.78,0.54,19
0.38,0.69,0.77,0.54,8
0.51,0.69,0.77,0.54,19
0.25,0.69,0.78,0.54,8
0.56,0.69,0.78,0.54,19
0.54,0.69,0.78,0.54,19
0.61,0.69,0.78,0.54,19
0.74,0.69,0.77,0.54,19
0.77,0.69,0.78,0.54,19
0.66,0.69,0.78,0.54,19
0.27,0.69,0.77,0.54,8
0.67,0.69,0.77,0.54,19
0.47,0.69,0.77,0.54,8
0.01,0.69,0.77,0.54,8
0.36,0.68,0.77,0.54,8
0.16,0.69,0.78,0.54,8
0.38,0.69,0.78,0.54,8
0.27,0.69,0.78,0.54,8
0.65,0.69,0.78,0.54,19
0.58,0.69,0.78,0.54,19
0.35,0.69,0.78,0.54,8
0.33,0.68,0.77,0.54,8
0.16,0.69,0.77,0.54,8
0.54,0.69,0.77,0.54,19
0.19,0.69,0.77,0.54,8
0.42,0.69,0.78,0.54,8
0.68,0.69,0.78,0.54,19
0.5,0.69,0.78,0.54,19
0.45,0.69,0.78,0.54,8
0.5,0.69,0.78,0.54,8
0.67,0.69,0.78,0.54,19
0.34,0.69,0.78,0.54,8
0.55,0.69,0.78,0.54,19
0.59,0.69,0.77,0.54,19
0.31,0.69,0.77,0.54,8
0.62,0.69,0.78,0.54,19
0.68,0.69,0.77,0.54,19
0.11,0.69,0.78,0.54,8
0.42,0.69,0.77,0.54,8
0.23,0.69,0.78,0.54,8
0.07,0.69,0.78,0.54,8
0.08,0.68,0.78,0.54,8
0.58,0.69,0.77,0.54,19
0.45,0.69,0.77,0.54,8
0.74,0.69,0.78,0.54,19
0.19,0.69,0.78,0.54,8
0.63,0.69,0.78,0.54,19
0.12,0.69,0.78,0.54,8
0.29,0.69,0.78,0.54,8
0.48,0.69,0.78,0.54,8
0.57,0.68,0.78,0.54,19
0.53,0.69,0.78,0.54,19
0.05,0.69,0.78,0.54,8
0.6,0.69,0.78,0.54,19
0.41,0.69,0.78,0.54,8
0.64,0.69,0.78,0.54,19
0.72,0.69,0.78,0.54,19
0.49,0.69,0.78,0.54,8
0.06,0.69,0.78,0.54,8
0.08,0.69,0.78,0.54,8
0.59,0.68,0.78,0.54,19
0.06,0.68,0.78,0.54,8
0.4,0.69,0.78,0.54,8
0.32,0.69,0.78,0.54,8
0.44,0.69,0.78,0.54,8
0.52,0.69,0.78,0.54,19
0.69,0.69,0.77,0.54,19
0.2,0.69,0.78,0.54,8
0,0.69,0.78,0.54,8
0.71,0.69,0.78,0.54,19
0.46,0.68,0.78,0.54,8
0.7,0.69,0.78,0.54,19
0.09,0.69,0.78,0.54,8
0.01,0.69,0.78,0.54,8
0.37,0.69,0.78,0.54,8
0.04,0.69,0.78,0.54,8
0.18,0.69,0.78,0.54,8
0.21,0.69,0.78,0.54,8
0.62,0.69,0.78,0.55,19
0.3,0.69,0.78,0.54,8
0.53,0.69,0.78,0.55,19
0.02,0.69,0.78,0.54,8
0.5,0.69,0.78,0.55,8
0.29,0.69,0.78,0.55,8
0.61,0.69,0.78,0.55,19
0.46,0.69,0.78,0.54,8
0.6,0.69,0.78,0.55,19
0.33,0.69,0.78,0.54,8
0.03,0.7,0.78,0.54,8
0.51,0.69,0.78,0.54,19
0.53,0.7,0.78,0.54,19
0.39,0.69,0.79,0.54,8
0.28,0.69,0.78,0.55,8
0.63,0.69,0.78,0.55,19
0.18,0.69,0.79,0.55,8
0.61,0.69,0.79,0.54,19
0.74,0.69,0.79,0.54,19
0.15,0.69,0.79,0.54,8
0.69,0.69,0.79,0.55,19
0.45,0.7,0.79,0.55,8
0.57,0.69,0.79,0.55,19
0.57,0.69,0.79,0.54,19
0.62,0.7,0.79,0.55,19
0.34,0.69,0.79,0.55,8
0.64,0.7,0.79,0.55,19
0.78,0.7,0.79,0.55,19
0.71,0.7,0.79,0.55,19
0.31,0.69,0.79,0.55,8
0.59,0.69,0.79,0.55,19
0.67,0.69,0.79,0.55,19
0.53,0.69,0.79,0.55,19
0.71,0.69,0.79,0.55,19
0.21,0.69,0.79,0.54,8
0.56,0.69,0.79,0.55,19
0.76,0.69,0.79,0.54,19
0.5,0.69,0.79,0.54,19
0.58,0.69,0.79,0.54,19
0.03,0.69,0.79,0.55,8
0.34,0.69,0.8,0.55,8
0.56,0.7,0.79,0.55,19
0.64,0.7,0.8,0.55,19
0.5,0.69,0.79,0.55,19
0.72,0.7,0.79,0.54,19
0.41,0.69,0.79,0.55,8
0.65,0.7,0.8,0.55,19
0.57,0.7,0.79,0.55,19
0.42,0.7,0.79,0.55,8
0,0.7,0.79,0.54,8
0.6,0.7,0.79,0.55,19
0.36,0.69,0.79,0.55,8
0.04,0.69,0.79,0.55,8
0.7,0.7,0.79,0.55,19
0.11,0.7,0.79,0.55,8
0.12,0.7,0.79,0.54,8
0.65,0.69,0.79,0.55,19
0.2,0.7,0.79,0.55,8
0.62,0.69,0.79,0.55,19
0.17,0.69,0.79,0.55,8
0.59,0.7,0.79,0.54,19
0.68,0.7,0.79,0.55,19
0.28,0.7,0.79,0.55,8
0.7,0.7,0.79,0.54,19
0.47,0.69,0.8,0.55,8
0.63,0.7,0.79,0.55,19
0.52,0.7,0.79,0.55,19
0.55,0.7,0.79,0.55,19
0.29,0.69,0.79,0.55,8
0.27,0.7,0.79,0.55,8
0.01,0.7,0.79,0.55,8
0.13,0.7,0.79,0.55,8
0.19,0.69,0.79,0.55,8
0.67,0.7,0.79,0.55,19
0.37,0.69,0.79,0.55,8
0.16,0.7,0.79,0.55,8
0.73,0.7,0.79,0.55,19
0.44,0.7,0.79,0.55,8
0.13,0.69,0.79,0.55,8
0.42,0.69,0.79,0.55,8
0.43,0.7,0.79,0.55,8
0.4,0.7,0.79,0.55,8
0.69,0.7,0.79,0.55,19
0.04,0.7,0.79,0.55,8
0.36,0.7,0.79,0.55,8
0.18,0.7,0.79,0.55,8
0.19,0.7,0.79,0.55,8
0.26,0.7,0.79,0.54,8
0.32,0.7,0.79,0.55,8
0.58,0.7,0.8,0.55,19
0.12,0.7,0.79,0.55,8
0.05,0.7,0.79,0.54,8
0.51,0.7,0.79,0.55,19
0.75,0.7,0.79,0.55,19
0.07,0.7,0.8,0.55,8
0.67,0.7,0.79,0.54,19
0.73,0.69,0.79,0.55,19
0.02,0.7,0.79,0.55,8
0.04,0.7,0.8,0.55,8
0.58,0.7,0.79,0.55,19
0.49,0.7,0.79,0.55,8
0.61,0.7,0.8,0.55,19
0.59,0.7,0.8,0.55,19
0.59,0.7,0.79,0.55,19
0.78,0.7,0.79,0.54,19
0.23,0.7,0.8,0.55,8
0.68,0.7,0.8,0.55,19
0.72,0.7,0.79,0.55,19
0.37,0.7,0.79,0.55,8
0.44,0.7,0.8,0.55,8
0.53,0.7,0.79,0.55,19
0.63,0.7,0.8,0.55,19
0.28,0.7,0.8,0.55,8
0.47,0.7,0.79,0.55,8
0.62,0.7,0.8,0.55,19
0.33,0.7,0.79,0.55,8
0.71,0.7,0.8,0.55,19
0.14,0.7,0.8,0.55,8
0.26,0.69,0.8,0.55,8
0.39,0.7,0.8,0.55,8
0.51,0.7,0.8,0.55,19
0.03,0.7,0.8,0.55,8
0.09,0.7,0.8,0.55,8
0.72,0.7,0.8,0.55,19
0.62,0.7,0.82,0.55,19
0.12,0.7,0.84,0.55,8
0.01,0.71,0.81,0.55,8
0.6,0.7,0.8,0.55,19
0.46,0.7,0.81,0.55,8
0.29,0.71,0.81,0.55,8
0.39,0.71,0.82,0.55,8
0.27,0.7,0.81,0.55,8
0.65,0.71,0.82,0.55,19
0.18,0.71,0.81,0.54,8
0.57,0.71,0.81,0.55,19
0.06,0.71,0.81,0.55,8
0.41,0.71,0.81,0.55,8
0.77,0.71,0.8,0.55,19
0.74,0.7,0.79,0.54,19
0.22,0.7,0.79,0.55,8
0.5,0.7,0.79,0.55,19
0.32,0.7,0.8,0.54,8
0.37,0.7,0.8,0.55,8
0.09,0.7,0.79,0.55,8
0.18,0.7,0.8,0.55,8
0.39,0.7,0.79,0.55,8
0.25,0.7,0.79,0.55,8
0.61,0.7,0.79,0.54,19
0.79,0.72,0.8,0.55,19
0.58,0.7,0.79,0.54,19
0.66,0.7,0.79,0.54,19
0.57,0.7,0.8,0.54,19
0.12,0.71,0.85,0.55,8
0.7,0.72,0.9,0.55,19
0.68,0.72,0.9,0.55,19
0.61,0.72,0.85,0.55,19
0.76,0.72,0.82,0.55,19
0.45,0.72,0.8,0.55,8
0.75,0.72,0.8,0.55,19
0.74,0.72,0.8,0.54,19
0.32,0.72,0.84,0.54,8
0.52,0.72,0.81,0.54,19
0.65,0.72,0.79,0.54,19
0.21,0.72,0.79,0.55,8
0.43,0.72,0.79,0.54,8
0.7,0.72,0.8,0.54,19
0.7,0.72,0.79,0.54,19
0.31,0.71,0.79,0.54,8
0.14,0.72,0.79,0.54,8
0.45,0.72,0.84,0.54,8
0.37,0.72,0.8,0.54,8
0.6,0.72,0.8,0.54,19
0.52,0.72,0.79,0.54,19
0.71,0.72,0.79,0.55,19
0.41,0.72,0.82,0.55,8
0.53,0.72,0.81,0.55,19
0.7,0.73,0.86,0.55,19
0.03,0.72,0.82,0.54,8
0.76,0.73,0.8,0.54,19
0.29,0.73,0.81,0.54,8
0.18,0.73,0.8,0.53,14
0.15,0.74,0.84,0.54,14
0.62,0.74,0.78,0.55,17
0.51,0.74,0.79,0.53,17
0.41,0.74,0.77,0.36,15
0.51,0.74,0.76,0.34,18
0.65,0.74,0.76,0.34,18
0.64,0.74,0.76,0.34,18
0.53,0.75,0.77,0.35,18
0.5,0.74,0.75,0.35,15
0.56,0.74,0.76,0.35,18
0.52,0.73,0.76,0.36,18
0.58,0.73,0.77,0.36,12
0.71,0.73,0.77,0.36,12
0.6,0.73,0.77,0.36,12
0.51,0.73,0.78,0.36,12
0.72,0.72,0.78,0.37,12
0.38,0.72,0.79,0.37,9
0.33,0.72,0.79,0.37,9
0.59,0.72,0.79,0.37,12
0.29,0.71,0.78,0.37,9
0.69,0.71,0.79,0.37,12
0.36,0.71,0.8,0.37,9
0.63,0.71,0.79,0.38,12
0.01,0.71,0.79,0.38,9
0.54,0.71,0.79,0.39,12
0.35,0.71,0.8,0.39,9
0.32,0.71,0.8,0.39,9
0.65,0.7,0.79,0.39,12
0.36,0.7,0.79,0.4,9
0.59,0.7,0.79,0.4,12
0.26,0.7,0.79,0.4,9
0.22,0.69,0.79,0.4,9
0.69,0.7,0.79,0.4,12
0.35,0.69,0.79,0.41,9
0.67,0.69,0.8,0.41,12
0.62,0.69,0.79,0.41,12
0.75,0.69,0.8,0.41,12
0.71,0.69,0.79,0.41,12
0.3,0.68,0.79,0.41,9
0.7,0.68,0.8,0.41,12
0.53,0.68,0.81,0.41,12
0.02,0.68,0.81,0.41,9
0.23,0.68,0.81,0.41,9
0.19,0.68,0.81,0.41,9
0.4,0.68,0.82,0.41,9
0.59,0.68,0.82,0.41,12
0.69,0.68,0.82,0.42,12
0.25,0.68,0.82,0.42,9
0.53,0.68,0.82,0.42,12
0.77,0.68,0.83,0.42,12
0.7,0.68,0.83,0.42,12
0.72,0.68,0.83,0.42,12
0.63,0.68,0.83,0.42,12
0.53,0.69,0.83,0.42,12
0.62,0.68,0.82,0.41,12
0.52,0.68,0.82,0.42,12
0.66,0.68,0.82,0.42,12
0.24,0.69,0.82,0.42,9
0.78,0.69,0.82,0.42,12
0.07,0.68,0.82,0.42,9
0.63,0.69,0.82,0.42,12
0.37,0.68,0.82,0.42,9
0.54,0.69,0.82,0.42,12
0.48,0.68,0.82,0.42,9
0.73,0.69,0.81,0.42,12
0.18,0.69,0.81,0.43,9
0.66,0.69,0.81,0.42,12
0.38,0.69,0.81,0.42,9
0.1,0.68,0.81,0.42,9
0.25,0.69,0.81,0.42,9
0.34,0.69,0.81,0.43,9
0.15,0.69,0.81,0.43,9
0.62,0.69,0.81,0.43,12
0.29,0.69,0.81,0.43,9
0.47,0.69,0.81,0.43,9
0.58,0.69,0.81,0.43,12
0.02,0.69,0.81,0.43,9
0.17,0.69,0.81,0.43,9
0.02,0.69,0.8,0.43,9
0.63,0.69,0.81,0.43,12
0.52,0.7,0.82,0.44,12
0.64,0.69,0.81,0.44,12
0.15,0.69,0.81,0.44,9
0.54,0.69,0.81,0.44,12
0.23,0.7,0.81,0.44,9
0.1,0.7,0.81,0.44,9
0.27,0.7,0.81,0.44,9
0.71,0.7,0.8,0.44,12
0.6,0.69,0.8,0.45,12
0.31,0.7,0.81,0.45,9
0.57,0.7,0.8,0.44,12
0.54,0.7,0.8,0.45,12
0.35,0.69,0.8,0.44,9
0.64,0.7,0.8,0.45,12
0.75,0.7,0.8,0.44,12
0.4,0.7,0.8,0.44,9
0.11,0.7,0.8,0.44,9
0.08,0.7,0.8,0.45,9
0.58,0.7,0.8,0.44,12
0.66,0.7,0.8,0.45,12
0.32,0.7,0.8,0.45,9
0,0.7,0.8,0.44,9
0.17,0.7,0.8,0.44,9
0.66,0.7,0.81,0.44,12
0.59,0.7,0.81,0.44,12
0.02,0.7,0.81,0.44,9
0.7,0.7,0.81,0.44,12
0.26,0.7,0.81,0.44,9
0.69,0.7,0.81,0.44,12
0.67,0.7,0.81,0.44,12
0.08,0.7,0.81,0.45,9
0.09,0.71,0.81,0.45,9
0.69,0.71,0.81,0.44,12
0.2,0.7,0.81,0.45,9
0.51,0.7,0.81,0.45,12
0.64,0.7,0.81,0.44,12
0.56,0.71,0.81,0.45,12
0.18,0.7,0.81,0.45,9
0.41,0.7,0.81,0.44,9
0.25,0.7,0.81,0.43,9
0.71,0.7,0.81,0.44,12
0.62,0.7,0.82,0.44,12
0.56,0.71,0.83,0.44,12
0.54,0.71,0.83,0.44,12
0.71,0.71,0.85,0.44,12
0.58,0.71,0.84,0.44,12
0.37,0.71,0.83,0.44,9
0.21,0.71,0.84,0.43,9
0.13,0.71,0.84,0.43,9
0.65,0.71,0.84,0.44,12
0.55,0.71,0.83,0.44,12
0.23,0.71,0.83,0.44,9
0.49,0.71,0.82,0.44,9
0.66,0.71,0.82,0.44,12
0.73,0.71,0.81,0.44,12
0.67,0.71,0.82,0.44,12
0.54,0.71,0.82,0.44,12
0.64,0.71,0.82,0.44,12
0.62,0.71,0.82,0.44,12
0.72,0.71,0.82,0.44,12
0.51,0.71,0.82,0.44,12
0.74,0.71,0.82,0.44,12
0.65,0.71,0.82,0.44,12
0.34,0.7,0.81,0.45,9
0.25,0.71,0.82,0.44,9
0.58,0.71,0.82,0.44,12
0.17,0.71,0.82,0.44,9
0.26,0.71,0.81,0.44,9
0.08,0.71,0.81,0.44,9
0.46,0.71,0.81,0.44,9
0.19,0.71,0.82,0.44,9
0.21,0.7,0.81,0.44,9
0.47,0.7,0.81,0.44,9
0.56,0.7,0.81,0.45,12
0.7,0.71,0.81,0.45,12
0.32,0.7,0.82,0.45,9
0.67,0.7,0.82,0.45,12
0.53,0.7,0.82,0.45,12
0.66,0.7,0.83,0.44,12
0.01,0.7,0.82,0.45,9
0.32,0.7,0.82,0.44,9
0.06,0.7,0.82,0.44,9
0.03,0.7,0.82,0.44,9
0.17,0.7,0.82,0.44,9
0.09,0.7,0.82,0.44,9
0.43,0.7,0.82,0.44,9
0.18,0.7,0.82,0.44,9
0.65,0.7,0.82,0.44,12
0.61,0.7,0.82,0.44,12
0.7,0.69,0.82,0.44,12
0.04,0.7,0.82,0.44,9
0.58,0.7,0.82,0.44,12
0.34,0.7,0.82,0.44,9
0.55,0.7,0.82,0.44,12
0.11,0.7,0.82,0.44,9
0.66,0.7,0.82,0.44,12
0.62,0.7,0.83,0.44,12
0.28,0.7,0.82,0.44,9
0.53,0.7,0.82,0.44,12
0.64,0.7,0.82,0.44,12
0.44,0.69,0.83,0.44,9
0.79,0.69,0.82,0.44,12
0.26,0.69,0.82,0.44,9
0.33,0.69,0.82,0.44,9
0.46,0.69,0.82,0.44,9
0.08,0.69,0.82,0.44,9
0.09,0.69,0.83,0.44,9
0.69,0.69,0.82,0.44,12
0.72,0.69,0.82,0.44,12
0.03,0.69,0.82,0.44,9
0.35,0.69,0.83,0.44,9
0.76,0.69,0.82,0.44,12
0.24,0.69,0.83,0.44,9
0.52,0.69,0.83,0.44,12
0.29,0.69,0.83,0.44,9
0.48,0.69,0.83,0.43,9
0.07,0.69,0.83,0.44,9
0.79,0.69,0.83,0.44,12
0.14,0.69,0.83,0.44,9
0.11,0.69,0.83,0.44,9
0.37,0.68,0.82,0.44,9
0.25,0.69,0.83,0.44,9
0.05,0.69,0.83,0.44,9
0.63,0.69,0.83,0.44,12
0.72,0.69,0.83,0.44,12
0.18,0.69,0.83,0.44,9
0.12,0.69,0.83,0.44,9
0.78,0.69,0.83,0.44,12
0.63,0.68,0.83,0.44,12
0.4,0.69,0.83,0.44,9
0.69,0.68,0.82,0.44,12
0.68,0.68,0.82,0.44,12
0.56,0.68,0.82,0.44,12
0.44,0.68,0.83,0.44,9
0.71,0.68,0.82,0.44,12
0.62,0.68,0.82,0.44,12
0.01,0.68,0.82,0.44,9
0.76,0.67,0.82,0.44,12
0.12,0.68,0.82,0.44,9
0.32,0.67,0.82,0.44,9
0.71,0.67,0.82,0.44,12
0.6,0.67,0.82,0.44,12
0.58,0.67,0.82,0.44,12
0.25,0.67,0.83,0.44,9
0.28,0.67,0.83,0.44,9
0.61,0.67,0.83,0.44,12
0.11,0.66,0.83,0.44,9
0.76,0.67,0.83,0.44,12
0.58,0.67,0.83,0.44,12
0.29,0.67,0.84,0.44,9
0.62,0.67,0.84,0.44,12
0.72,0.66,0.84,0.44,12
0.61,0.67,0.84,0.45,12
0.42,0.67,0.83,0.44,9
0.01,0.67,0.83,0.44,9
0.55,0.66,0.84,0.44,12
0.49,0.66,0.84,0.44,9
0.05,0.67,0.84,0.44,9
0.75,0.67,0.84,0.45,12
0.79,0.66,0.84,0.45,12
0.58,0.67,0.84,0.45,12
0.77,0.67,0.84,0.45,12
0.47,0.67,0.84,0.45,9
0.37,0.67,0.84,0.44,9
0.51,0.67,0.84,0.45,12
0.16,0.67,0.84,0.45,9
0.71,0.67,0.84,0.45,12
0.62,0.67,0.84,0.45,12
0.04,0.67,0.84,0.44,9
0.66,0.68,0.84,0.44,12
